,gene_id,gene_name,gene_ontology
34776,b1129,phoQ,kinase activity
34777,b1129,phoQ,signal transduction
34778,b1129,phoQ,protein histidine kinase activity
34779,b1129,phoQ,protein histidine kinase activity
34780,b1129,phoQ,peptidyl-histidine phosphorylation
34781,b1129,phoQ,protein autophosphorylation
34782,b1129,phoQ,protein autophosphorylation
34783,b1129,phoQ,cellular response to magnesium starvation
34784,b1129,phoQ,plasma membrane
34785,b1129,phoQ,plasma membrane
34786,b1129,phoQ,plasma membrane
34787,b1129,phoQ,plasma membrane
34788,b1129,phoQ,metal ion binding
34789,b1129,phoQ,metal ion binding
34790,b1129,phoQ,metal ion binding
34791,b1129,phoQ,integral component of membrane
34792,b1129,phoQ,integral component of membrane
34793,b1129,phoQ,membrane
34794,b1129,phoQ,membrane
34795,b1129,phoQ,ATP binding
34796,b1129,phoQ,ATP binding
34797,b1129,phoQ,nucleotide binding
34798,b1129,phoQ,phosphorelay sensor kinase activity
34799,b1129,phoQ,phosphorelay sensor kinase activity
34800,b1129,phoQ,plasma membrane
34801,b1129,phoQ,phosphorelay signal transduction system
34802,b1130,phoP,"positive regulation of transcription, DNA-templated"
34803,b1130,phoP,"positive regulation of transcription, DNA-templated"
34804,b1130,phoP,protein-DNA complex
34805,b1130,phoP,protein-DNA complex
34806,b1130,phoP,protein-DNA complex
34807,b1130,phoP,DNA-binding transcription activator activity
34808,b1130,phoP,DNA-binding transcription activator activity
34809,b1130,phoP,DNA-binding transcription activator activity
34810,b1130,phoP,transcription regulatory region sequence-specific DNA binding
34811,b1130,phoP,transcription regulatory region sequence-specific DNA binding
34812,b1130,phoP,transcription regulatory region sequence-specific DNA binding
34813,b1130,phoP,identical protein binding
34814,b1130,phoP,identical protein binding
34815,b1130,phoP,identical protein binding
34816,b1130,phoP,"regulation of transcription, DNA-templated"
34817,b1130,phoP,cytosol
34818,b1130,phoP,cytosol
34819,b1130,phoP,cytoplasm
34820,b1130,phoP,cytoplasm
34821,b1130,phoP,DNA binding
34822,b1130,phoP,DNA binding
34823,b1130,phoP,phosphorelay signal transduction system
34824,b1130,phoP,phosphorelay signal transduction system
34825,b1130,phoP,phosphorelay signal transduction system
34826,b1130,phoP,transcription regulatory region sequence-specific DNA binding
34827,b1130,phoP,phosphorelay response regulator activity
34828,b1130,phoP,DNA-binding transcription factor activity
34829,b1130,phoP,cytosol
34830,b1130,phoP,DNA-binding transcription activator activity
34831,b1130,phoP,protein-DNA complex
34832,b2585,pssA,protein binding
34833,b2585,pssA,phospholipid binding
34834,b2585,pssA,cardiolipin biosynthetic process
34835,b2585,pssA,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity
34836,b2585,pssA,cytosol
34837,b2585,pssA,lipid metabolic process
34838,b2585,pssA,catalytic activity
34839,b2585,pssA,plasma membrane
34840,b2585,pssA,plasma membrane
34841,b2585,pssA,plasma membrane
34842,b2585,pssA,transferase activity
34843,b2585,pssA,membrane
34844,b2585,pssA,CDP-diacylglycerol-serine O-phosphatidyltransferase activity
34845,b2585,pssA,CDP-diacylglycerol-serine O-phosphatidyltransferase activity
34846,b2585,pssA,CDP-diacylglycerol-serine O-phosphatidyltransferase activity
34847,b2585,pssA,CDP-diacylglycerol-serine O-phosphatidyltransferase activity
34848,b2585,pssA,phospholipid biosynthetic process
34849,b2585,pssA,phospholipid biosynthetic process
34850,b2585,pssA,cytoplasm
34851,b2585,pssA,cytoplasm
34852,b2585,pssA,cytoplasm
34853,b2585,pssA,cytosol
34854,b2585,pssA,CDP-diacylglycerol-serine O-phosphatidyltransferase activity
34855,b2495,yfgD,cytosol
34856,b2495,yfgD,arsenate reductase (glutaredoxin) activity
34857,b2495,yfgD,oxidation-reduction process
34858,b2495,yfgD,oxidation-reduction process
34859,b2495,yfgD,oxidoreductase activity
34860,b2495,yfgD,cytosol
34861,b2474,tmcA,N-acetyltransferase activity
34862,b2474,tmcA,"transferase activity, transferring acyl groups"
34863,b2474,tmcA,transferase activity
34864,b2474,tmcA,tRNA processing
34865,b2474,tmcA,RNA binding
34866,b2474,tmcA,cytoplasm
34867,b2474,tmcA,cytoplasm
34868,b2474,tmcA,cytoplasm
34869,b2474,tmcA,ATP binding
34870,b2474,tmcA,ATP binding
34871,b2474,tmcA,nucleotide binding
34872,b2474,tmcA,tRNA binding
34873,b2474,tmcA,tRNA binding
34874,b2474,tmcA,tRNA binding
34875,b2474,tmcA,tRNA binding
34876,b2474,tmcA,tRNA N-acetyltransferase activity
34877,b2474,tmcA,tRNA N-acetyltransferase activity
34878,b2474,tmcA,tRNA N-acetyltransferase activity
34879,b2474,tmcA,tRNA acetylation
34880,b2474,tmcA,tRNA acetylation
34881,b2474,tmcA,tRNA acetylation
34882,b2474,tmcA,tRNA wobble cytosine modification
34883,b2474,tmcA,tRNA wobble cytosine modification
34884,b2474,tmcA,tRNA wobble cytosine modification
34885,b2474,tmcA,tRNA acetylation
34886,b2474,tmcA,tRNA N-acetyltransferase activity
34887,b2474,tmcA,tRNA wobble cytosine modification
34888,b2474,tmcA,tRNA binding
34889,b2473,ypfH,"hydrolase activity, acting on ester bonds"
34890,b2473,ypfH,hydrolase activity
34891,b2473,ypfH,hydrolase activity
34892,b2473,ypfH,carboxylic ester hydrolase activity
34893,b2473,ypfH,carboxylic ester hydrolase activity
34894,b3801,aslA,sulfuric ester hydrolase activity
34895,b3801,aslA,catalytic activity
34896,b3801,aslA,metal ion binding
34897,b3801,aslA,periplasmic space
34898,b3801,aslA,periplasmic space
34899,b3801,aslA,hydrolase activity
34900,b3801,aslA,arylsulfatase activity
34901,b1591,dmsD,chaperone-mediated protein folding
34902,b1591,dmsD,membrane
34903,b1591,dmsD,plasma membrane
34904,b1591,dmsD,plasma membrane
34905,b1591,dmsD,plasma membrane
34906,b1591,dmsD,protein binding
34907,b1591,dmsD,protein binding
34908,b1591,dmsD,protein binding
34909,b1591,dmsD,protein binding
34910,b1591,dmsD,protein binding
34911,b1591,dmsD,protein binding
34912,b1591,dmsD,protein binding
34913,b1591,dmsD,protein binding
34914,b1591,dmsD,protein binding
34915,b1591,dmsD,protein binding
34916,b1591,dmsD,extrinsic component of cytoplasmic side of plasma membrane
34917,b1591,dmsD,signal sequence binding
34918,b1591,dmsD,cytoplasm
34919,b1591,dmsD,cytoplasm
34920,b1591,dmsD,cytoplasm
34921,b1768,pncA,pyridine nucleotide salvage
34922,b1768,pncA,metal ion binding
34923,b1768,pncA,hydrolase activity
34924,b1768,pncA,catalytic activity
34925,b1768,pncA,pyridine nucleotide biosynthetic process
34926,b1768,pncA,nicotinamidase activity
34927,b1768,pncA,nicotinamidase activity
34928,b1768,pncA,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
34929,b0897,ycaC,lyase activity
34930,b0897,ycaC,identical protein binding
34931,b0897,ycaC,catalytic activity
34932,b0897,ycaC,hydrolase activity
34933,b1255,yciC,plasma membrane
34934,b1255,yciC,plasma membrane
34935,b1255,yciC,plasma membrane
34936,b1255,yciC,plasma membrane
34937,b1255,yciC,plasma membrane
34938,b1255,yciC,plasma membrane
34939,b1255,yciC,integral component of membrane
34940,b1255,yciC,membrane
34941,b1258,yciF,cellular response to DNA damage stimulus
34942,b1259,yciG,bacterial-type flagellum-dependent swarming motility
34943,b0054,lptD,transporter complex
34944,b0054,lptD,outer membrane
34945,b0054,lptD,membrane organization
34946,b0054,lptD,membrane
34947,b0054,lptD,lipopolysaccharide transport
34948,b0054,lptD,protein binding
34949,b0054,lptD,protein binding
34950,b0054,lptD,protein binding
34951,b0054,lptD,protein binding
34952,b0054,lptD,protein binding
34953,b0054,lptD,protein binding
34954,b0054,lptD,Gram-negative-bacterium-type cell outer membrane assembly
34955,b0054,lptD,Gram-negative-bacterium-type cell outer membrane assembly
34956,b0054,lptD,Gram-negative-bacterium-type cell outer membrane assembly
34957,b0054,lptD,response to organic substance
34958,b0054,lptD,response to organic substance
34959,b0054,lptD,cell outer membrane
34960,b0054,lptD,cell outer membrane
34961,b0054,lptD,cell outer membrane
34962,b0054,lptD,cell outer membrane
34963,b0054,lptD,cell outer membrane
34964,b0054,lptD,cell outer membrane
34965,b0054,lptD,lipopolysaccharide export
34966,b0040,caiT,nitrogen compound transport
34967,b0040,caiT,transmembrane transporter activity
34968,b0040,caiT,(R)-carnitine transport
34969,b0040,caiT,carnitine transmembrane transport
34970,b0040,caiT,(R)-carnitine transmembrane transport
34971,b0040,caiT,transmembrane transport
34972,b0040,caiT,transmembrane transport
34973,b0040,caiT,membrane
34974,b0040,caiT,membrane
34975,b0040,caiT,4-(trimethylammonio)butanoate transport
34976,b0040,caiT,(R)-carnitine:4-(trimethylammonio)butanoate antiporter activity
34977,b0040,caiT,carnitine metabolic process
34978,b0040,caiT,carnitine transport
34979,b0040,caiT,carnitine transmembrane transporter activity
34980,b0040,caiT,plasma membrane
34981,b0040,caiT,plasma membrane
34982,b0040,caiT,plasma membrane
34983,b0040,caiT,plasma membrane
34984,b0040,caiT,plasma membrane
34985,b0040,caiT,plasma membrane
34986,b0040,caiT,integral component of membrane
34987,b0040,caiT,integral component of membrane
34988,b0040,caiT,antiporter activity
34989,b0040,caiT,antiporter activity
34990,b0040,caiT,plasma membrane
34991,b0040,caiT,transmembrane transporter activity
34992,b0040,caiT,transport
34993,b0040,caiT,integral component of membrane
34994,b0037,caiC,CoA-ligase activity
34995,b0037,caiC,protein binding
34996,b0037,caiC,ligase activity
34997,b0037,caiC,catalytic activity
34998,b0037,caiC,acid-thiol ligase activity
34999,b0037,caiC,carnitine metabolic process
35000,b0037,caiC,carnitine metabolic process
35001,b0037,caiC,carnitine-CoA ligase activity
35002,b0037,caiC,carnitine-CoA ligase activity
35003,b0037,caiC,crotonobetaine-CoA ligase activity
35004,b0037,caiC,crotonobetaine-CoA ligase activity
35005,b0037,caiC,CoA-ligase activity
35006,b0037,caiC,crotonobetaine-CoA ligase activity
35007,b0037,caiC,carnitine-CoA ligase activity
35008,b0036,caiD,carnitine racemase activity
35009,b0036,caiD,carnitine catabolic process
35010,b0036,caiD,carnitine metabolic process
35011,b0036,caiD,catalytic activity
35012,b0036,caiD,hydro-lyase activity
35013,b0036,caiD,hydro-lyase activity
35014,b0036,caiD,hydro-lyase activity
35015,b0036,caiD,lyase activity
35016,b0068,thiB,transmembrane transport
35017,b0068,thiB,thiamine pyrophosphate binding
35018,b0068,thiB,thiamine binding
35019,b0068,thiB,thiamine binding
35020,b0068,thiB,outer membrane-bounded periplasmic space
35021,b0068,thiB,outer membrane-bounded periplasmic space
35022,b0068,thiB,thiamine transport
35023,b0068,thiB,thiamine transport
35024,b0068,thiB,periplasmic space
35025,b0068,thiB,periplasmic space
35026,b0068,thiB,transport
35027,b0068,thiB,thiamine binding
35028,b0068,thiB,thiamine pyrophosphate binding
35029,b0068,thiB,thiamine transport
35030,b0068,thiB,outer membrane-bounded periplasmic space
35031,b2461,eutP,cellular biogenic amine metabolic process
35032,b2461,eutP,ethanolamine catabolic process
35033,b2461,eutP,ATP binding
35034,b2461,eutP,ATP binding
35035,b2461,eutP,nucleotide binding
35036,b2460,eutQ,protein binding
35037,b2460,eutQ,ethanolamine catabolic process
35038,b2453,eutG,alcohol dehydrogenase (NAD+) activity
35039,b2453,eutG,oxidoreductase activity
35040,b2453,eutG,oxidoreductase activity
35041,b2453,eutG,metal ion binding
35042,b2453,eutG,ethanolamine catabolic process
35043,b2453,eutG,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
35044,b2453,eutG,oxidation-reduction process
35045,b2453,eutG,oxidation-reduction process
35046,b2453,eutG,cytosol
35047,b2453,eutG,alcohol dehydrogenase (NAD+) activity
35048,b2452,eutH,ethanolamine transport
35049,b2452,eutH,ethanolamine transmembrane transporter activity
35050,b2452,eutH,ethanolamine catabolic process
35051,b2452,eutH,plasma membrane
35052,b2452,eutH,plasma membrane
35053,b2452,eutH,plasma membrane
35054,b2452,eutH,plasma membrane
35055,b2452,eutH,integral component of membrane
35056,b2452,eutH,integral component of membrane
35057,b2452,eutH,membrane
35058,b2452,eutH,plasma membrane
35059,b2451,eutA,ethanolamine catabolic process
35060,b2451,eutA,positive regulation of lyase activity
35061,b2451,eutA,protein repair
35062,b2450,yffS,cytosol
35063,b0736,ybgC,lipid metabolic process
35064,b0736,ybgC,thiolester hydrolase activity
35065,b0736,ybgC,thiolester hydrolase activity
35066,b0736,ybgC,membrane
35067,b0736,ybgC,plasma membrane
35068,b0736,ybgC,plasma membrane
35069,b0736,ybgC,plasma membrane
35070,b0736,ybgC,hydrolase activity
35071,b0736,ybgC,hydrolase activity
35072,b0736,ybgC,protein binding
35073,b0736,ybgC,protein binding
35074,b0736,ybgC,protein binding
35075,b0736,ybgC,protein binding
35076,b0736,ybgC,protein binding
35077,b0736,ybgC,protein binding
35078,b0736,ybgC,acyl-CoA hydrolase activity
35079,b3999,yjaG,cytosol
35080,b0067,thiP,transmembrane transporter activity
35081,b0067,thiP,transmembrane transport
35082,b0067,thiP,integral component of plasma membrane
35083,b0067,thiP,ATP-binding cassette (ABC) transporter complex
35084,b0067,thiP,thiamine transmembrane transporter activity
35085,b0067,thiP,thiamine transmembrane transport
35086,b0067,thiP,thiamine transport
35087,b0067,thiP,plasma membrane
35088,b0067,thiP,plasma membrane
35089,b0067,thiP,plasma membrane
35090,b0067,thiP,plasma membrane
35091,b0067,thiP,integral component of membrane
35092,b0067,thiP,integral component of membrane
35093,b0067,thiP,membrane
35094,b0067,thiP,membrane
35095,b0067,thiP,plasma membrane
35096,b0066,thiQ,ATPase-coupled thiamine transmembrane transporter activity
35097,b0066,thiQ,thiamine transport
35098,b0066,thiQ,thiamine transmembrane transport
35099,b0066,thiQ,thiamine transmembrane transport
35100,b0066,thiQ,thiamine transmembrane transporter activity
35101,b0066,thiQ,ATP-binding cassette (ABC) transporter complex
35102,b0066,thiQ,ATPase-coupled transmembrane transporter activity
35103,b0066,thiQ,ATPase activity
35104,b0066,thiQ,integral component of membrane
35105,b0066,thiQ,plasma membrane
35106,b0066,thiQ,plasma membrane
35107,b0066,thiQ,plasma membrane
35108,b0066,thiQ,plasma membrane
35109,b0066,thiQ,hydrolase activity
35110,b0066,thiQ,membrane
35111,b0066,thiQ,ATP binding
35112,b0066,thiQ,ATP binding
35113,b0066,thiQ,ATP binding
35114,b0066,thiQ,nucleotide binding
35115,b0198,metI,transmembrane transport
35116,b0198,metI,L-alpha-amino acid transmembrane transport
35117,b0198,metI,D-methionine transport
35118,b0198,metI,"ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing"
35119,b0198,metI,integral component of plasma membrane
35120,b0198,metI,L-methionine transmembrane transporter activity
35121,b0198,metI,D-methionine transmembrane transporter activity
35122,b0198,metI,methionine transport
35123,b0198,metI,methionine transport
35124,b0198,metI,protein binding
35125,b0198,metI,protein binding
35126,b0198,metI,protein binding
35127,b0198,metI,plasma membrane
35128,b0198,metI,plasma membrane
35129,b0198,metI,plasma membrane
35130,b0198,metI,plasma membrane
35131,b0198,metI,plasma membrane
35132,b0198,metI,integral component of membrane
35133,b0198,metI,membrane
35134,b0198,metI,membrane
35135,b0198,metI,amino acid transport
35136,b0198,metI,plasma membrane
35137,b0198,metI,D-methionine transport
35138,b0198,metI,amino acid transport
35139,b1019,efeB,cellular response to DNA damage stimulus
35140,b1019,efeB,heme binding
35141,b1019,efeB,peroxidase activity
35142,b1019,efeB,periplasmic space
35143,b1019,efeB,cellular oxidant detoxification
35144,b1019,efeB,oxidoreductase activity
35145,b1019,efeB,outer membrane-bounded periplasmic space
35146,b1019,efeB,cytosol
35147,b1019,efeB,heme binding
35148,b1019,efeB,iron import into cell
35149,b1019,efeB,iron import into cell
35150,b1019,efeB,oxidation-reduction process
35151,b1019,efeB,oxidation-reduction process
35152,b1019,efeB,metal ion binding
35153,b1019,efeB,periplasmic space
35154,b1019,efeB,periplasmic space
35155,b1019,efeB,peroxidase activity
35156,b1019,efeB,peroxidase activity
35157,b1019,efeB,peroxidase activity
35158,b1019,efeB,heme binding
35159,b1019,efeB,cytosol
35160,b4027,yjbF,integral component of cell outer membrane
35161,b4027,yjbF,plasma membrane
35162,b4027,yjbF,plasma membrane
35163,b4027,yjbF,membrane
35164,b4027,yjbF,extracellular polysaccharide biosynthetic process
35165,b4028,yjbG,extracellular polysaccharide biosynthetic process
35166,b2442,intZ,viral genome integration into host DNA
35167,b2442,intZ,establishment of integrated proviral latency
35168,b2442,intZ,viral entry into host cell
35169,b2442,intZ,DNA binding
35170,b2442,intZ,DNA binding
35171,b2442,intZ,DNA integration
35172,b2442,intZ,DNA integration
35173,b2442,intZ,DNA recombination
35174,b2442,intZ,DNA recombination
35175,b2439,eutL,polyhedral organelle
35176,b2439,eutL,identical protein binding
35177,b2439,eutL,ethanolamine catabolic process
35178,b2439,eutL,zinc ion binding
35179,b2439,eutL,structural molecule activity
35180,b2439,eutL,structural molecule activity
35181,b2439,eutL,ethanolamine degradation polyhedral organelle
35182,b2438,eutK,response to X-ray
35183,b2438,eutK,ethanolamine catabolic process
35184,b2438,eutK,ethanolamine degradation polyhedral organelle
35185,b2438,eutK,structural molecule activity
35186,b2438,eutK,nucleic acid binding
35187,b4077,gltP,proton transmembrane transport
35188,b4077,gltP,transmembrane transport
35189,b4077,gltP,amino acid:proton symporter activity
35190,b4077,gltP,L-glutamate transmembrane transport
35191,b4077,gltP,aspartate transmembrane transport
35192,b4077,gltP,amino acid transport
35193,b4077,gltP,membrane
35194,b4077,gltP,symporter activity
35195,b4077,gltP,symporter activity
35196,b4077,gltP,plasma membrane
35197,b4077,gltP,plasma membrane
35198,b4077,gltP,plasma membrane
35199,b4077,gltP,plasma membrane
35200,b4077,gltP,plasma membrane
35201,b4077,gltP,integral component of membrane
35202,b4077,gltP,integral component of membrane
35203,b4077,gltP,integral component of membrane
35204,b4077,gltP,dicarboxylic acid transport
35205,b4077,gltP,dicarboxylic acid transport
35206,b4077,gltP,dicarboxylic acid transport
35207,b4077,gltP,transmembrane transporter activity
35208,b4077,gltP,membrane
35209,b4077,gltP,plasma membrane
35210,b1333,uspE,bacterial-type flagellum-dependent cell motility
35211,b1333,uspE,cellular response to UV
35212,b1333,uspE,single-species biofilm formation
35213,b1333,uspE,cellular response to hydrogen peroxide
35214,b1333,uspE,cytoplasm
35215,b1333,uspE,cytoplasm
35216,b2434,ypeA,N-acetyltransferase activity
35217,b2434,ypeA,"transferase activity, transferring acyl groups other than amino-acyl groups"
35218,b2434,ypeA,"transferase activity, transferring acyl groups other than amino-acyl groups"
35219,b2434,ypeA,transferase activity
35220,b2434,ypeA,"transferase activity, transferring acyl groups"
35221,b2433,yfeZ,plasma membrane
35222,b2433,yfeZ,plasma membrane
35223,b2433,yfeZ,plasma membrane
35224,b2433,yfeZ,plasma membrane
35225,b2433,yfeZ,integral component of membrane
35226,b2433,yfeZ,membrane
35227,b2431,yfeX,cellular oxidant detoxification
35228,b2431,yfeX,cytosol
35229,b2431,yfeX,cytosol
35230,b2431,yfeX,oxidoreductase activity
35231,b2431,yfeX,metal ion binding
35232,b2431,yfeX,peroxidase activity
35233,b2431,yfeX,peroxidase activity
35234,b2431,yfeX,peroxidase activity
35235,b2431,yfeX,cytoplasm
35236,b2431,yfeX,cytoplasm
35237,b2431,yfeX,cytoplasm
35238,b2431,yfeX,heme binding
35239,b2431,yfeX,heme binding
35240,b2431,yfeX,heme binding
35241,b2431,yfeX,oxidation-reduction process
35242,b2431,yfeX,oxidation-reduction process
35243,b2431,yfeX,heme binding
35244,b2431,yfeX,peroxidase activity
35245,b2431,yfeX,cytosol
35246,b2428,murQ,protein binding
35247,b2428,murQ,ether hydrolase activity
35248,b2428,murQ,amino sugar metabolic process
35249,b2428,murQ,carbohydrate derivative metabolic process
35250,b2428,murQ,carbohydrate derivative binding
35251,b2428,murQ,lyase activity
35252,b2428,murQ,"1,6-anhydro-N-acetyl-beta-muramic acid catabolic process"
35253,b2428,murQ,N-acetylmuramic acid catabolic process
35254,b2428,murQ,carbohydrate metabolic process
35255,b2428,murQ,amino sugar catabolic process
35256,b2428,murQ,amino sugar catabolic process
35257,b2428,murQ,carbon-oxygen lyase activity
35258,b2428,murQ,carbon-oxygen lyase activity
35259,b2428,murQ,carbon-oxygen lyase activity
35260,b2428,murQ,peptidoglycan turnover
35261,b2428,murQ,peptidoglycan turnover
35262,b2428,murQ,peptidoglycan turnover
35263,b2428,murQ,carbon-oxygen lyase activity
35264,b2428,murQ,amino sugar catabolic process
35265,b2428,murQ,ether hydrolase activity
35266,b2428,murQ,peptidoglycan turnover
35267,b0611,rna,lyase activity
35268,b0611,rna,endonuclease activity
35269,b0611,rna,endoribonuclease activity
35270,b0611,rna,nucleic acid phosphodiester bond hydrolysis
35271,b0611,rna,nucleic acid phosphodiester bond hydrolysis
35272,b0611,rna,"RNA phosphodiester bond hydrolysis, endonucleolytic"
35273,b0611,rna,"RNA phosphodiester bond hydrolysis, endonucleolytic"
35274,b0611,rna,hydrolase activity
35275,b0611,rna,nuclease activity
35276,b0611,rna,ribonuclease T2 activity
35277,b0611,rna,RNA binding
35278,b0611,rna,outer membrane-bounded periplasmic space
35279,b0611,rna,RNA catabolic process
35280,b0611,rna,periplasmic space
35281,b0611,rna,periplasmic space
35282,b0611,rna,Enterobacter ribonuclease activity
35283,b0611,rna,cytoplasm
35284,b0611,rna,cytoplasm
35285,b0611,rna,RNA catabolic process
35286,b3161,mtr,integral component of plasma membrane
35287,b3161,mtr,integral component of membrane
35288,b3161,mtr,membrane
35289,b3161,mtr,aromatic amino acid transport
35290,b3161,mtr,aromatic amino acid transmembrane transporter activity
35291,b3161,mtr,amino acid transport
35292,b3161,mtr,plasma membrane
35293,b3161,mtr,plasma membrane
35294,b3161,mtr,plasma membrane
35295,b3161,mtr,plasma membrane
35296,b3161,mtr,plasma membrane
35297,b3161,mtr,plasma membrane
35298,b3161,mtr,tryptophan transport
35299,b3161,mtr,tryptophan transport
35300,b3161,mtr,high-affinity tryptophan transmembrane transporter activity
35301,b3161,mtr,amino acid transmembrane transport
35302,b3161,mtr,amino acid transmembrane transport
35303,b3161,mtr,symporter activity
35304,b3161,mtr,active transmembrane transporter activity
35305,b3161,mtr,integral component of plasma membrane
35306,b4334,yjiL,metal ion binding
35307,b4334,yjiL,iron-sulfur cluster binding
35308,b4334,yjiL,"4 iron, 4 sulfur cluster binding"
35309,b2385,ypdF,aminopeptidase activity
35310,b2385,ypdF,transition metal ion binding
35311,b2385,ypdF,metalloaminopeptidase activity
35312,b2385,ypdF,protein binding
35313,b2385,ypdF,protein binding
35314,b2385,ypdF,hydrolase activity
35315,b2385,ypdF,hydrolase activity
35316,b2385,ypdF,peptidase activity
35317,b2385,ypdF,proteolysis
35318,b2385,ypdF,proteolysis
35319,b2385,ypdF,aminopeptidase activity
35320,b2377,yfdY,plasma membrane
35321,b2377,yfdY,plasma membrane
35322,b2377,yfdY,integral component of membrane
35323,b2377,yfdY,membrane
35324,b3620,waaF,cytosol
35325,b3620,waaF,cytosol
35326,b3620,waaF,ADP-heptose-lipopolysaccharide heptosyltransferase activity
35327,b3620,waaF,ADP-heptose-lipopolysaccharide heptosyltransferase activity
35328,b3620,waaF,transferase activity
35329,b3620,waaF,lipopolysaccharide biosynthetic process
35330,b3620,waaF,lipopolysaccharide biosynthetic process
35331,b3620,waaF,"transferase activity, transferring glycosyl groups"
35332,b3620,waaF,"transferase activity, transferring glycosyl groups"
35333,b3620,waaF,lipopolysaccharide core region biosynthetic process
35334,b3620,waaF,lipopolysaccharide core region biosynthetic process
35335,b3620,waaF,lipopolysaccharide core region biosynthetic process
35336,b3620,waaF,cytosol
35337,b3620,waaF,lipopolysaccharide core region biosynthetic process
35338,b3620,waaF,ADP-heptose-lipopolysaccharide heptosyltransferase activity
35339,b3614,yibQ,carbohydrate metabolic process
35340,b3614,yibQ,catalytic activity
35341,b3613,envC,response to drug
35342,b3613,envC,hydrolase activity
35343,b3613,envC,periplasmic space
35344,b3613,envC,septum digestion after cytokinesis
35345,b3613,envC,septum digestion after cytokinesis
35346,b3613,envC,cell division site
35347,b3613,envC,septum digestion after cytokinesis
35348,b3613,envC,proteolysis
35349,b3613,envC,protein binding
35350,b3613,envC,response to radiation
35351,b3613,envC,plasma membrane
35352,b3613,envC,positive regulation of hydrolase activity
35353,b3613,envC,peptidoglycan-based cell wall biogenesis
35354,b3613,envC,outer membrane-bounded periplasmic space
35355,b3613,envC,cell division
35356,b3613,envC,periplasmic space
35357,b3613,envC,periplasmic space
35358,b3613,envC,periplasmic space
35359,b3613,envC,response to drug
35360,b3613,envC,septum digestion after cytokinesis
35361,b3613,envC,metalloendopeptidase activity
35362,b1168,pdeG,cyclic-guanylate-specific phosphodiesterase activity
35363,b1168,pdeG,hydrolase activity
35364,b1168,pdeG,integral component of membrane
35365,b1168,pdeG,membrane
35366,b1168,pdeG,outer membrane-bounded periplasmic space
35367,b1168,pdeG,integral component of plasma membrane
35368,b1168,pdeG,plasma membrane
35369,b1168,pdeG,plasma membrane
35370,b1168,pdeG,plasma membrane
35371,b1168,pdeG,cytoplasm
35372,b1167,ymgC,biofilm formation
35373,b1166,ariR,cellular response to acidic pH
35374,b1166,ariR,biofilm formation
35375,b1166,ariR,response to hydrogen peroxide
35376,b1166,ariR,DNA binding
35377,b1166,ariR,DNA binding
35378,b1165,ymgA,negative regulation of single-species biofilm formation
35379,b1164,ycgZ,cellular response to acidic pH
35380,b1164,ycgZ,"negative regulation of transcription, DNA-templated"
35381,b1163,bluF,activating transcription factor binding
35382,b1163,bluF,blue light signaling pathway
35383,b1163,bluF,response to stimulus
35384,b1163,bluF,FAD binding
35385,b1163,bluF,blue light photoreceptor activity
35386,b1163,bluF,response to blue light
35387,b1163,bluF,protein-chromophore linkage
35388,b1163,bluF,photoreceptor activity
35389,b1163,bluF,repressing transcription factor binding
35390,b1163,bluF,flavin adenine dinucleotide binding
35391,b1163,bluF,negative regulation of DNA-binding transcription factor activity
35392,b3558,insK,cellular response to DNA damage stimulus
35393,b3558,insK,DNA integration
35394,b3558,insK,nucleic acid binding
35395,b3558,insK,transposition
35396,b3558,insK,transposition
35397,b3558,insK,DNA recombination
35398,b3558,insK,DNA binding
35399,b3557,insJ,sequence-specific DNA binding
35404,b3612,gpmM,response to oxidative stress
35405,b3612,gpmM,metal ion binding
35406,b3612,gpmM,metal ion binding
35407,b3612,gpmM,isomerase activity
35408,b3612,gpmM,phosphoglycerate mutase activity
35409,b3612,gpmM,catalytic activity
35410,b3612,gpmM,glucose catabolic process
35411,b3612,gpmM,cytosol
35412,b3612,gpmM,cytosol
35413,b3612,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
35414,b3612,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
35415,b3612,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
35416,b3612,gpmM,manganese ion binding
35417,b3612,gpmM,manganese ion binding
35418,b3612,gpmM,manganese ion binding
35419,b3612,gpmM,glycolytic process
35420,b3612,gpmM,glycolytic process
35421,b3612,gpmM,glycolytic process
35422,b3612,gpmM,cytoplasm
35423,b3612,gpmM,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity"
35424,b3612,gpmM,manganese ion binding
35425,b3612,gpmM,cellular carbohydrate metabolic process
35426,b3612,gpmM,cytosol
35427,b3589,yiaY,L-threonine 3-dehydrogenase activity
35428,b3589,yiaY,metal ion binding
35429,b3589,yiaY,oxidation-reduction process
35430,b3589,yiaY,oxidation-reduction process
35431,b3589,yiaY,oxidoreductase activity
35432,b3589,yiaY,oxidoreductase activity
35433,b3589,yiaY,alcohol dehydrogenase (NAD+) activity
