precise_ID,sample_id,study,project,condition,rep_id,Biological Replicates,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Time in phase [h],Growth Rate (1/hr),CTR [mol/h],D-glucose consumed [cmol],OD [-],base volume [ml],citrate [mmol/L],pyruvate [mmol/L],succinate [mmol/L],formate [mmol/L],lactate [mmol/L],ethanol [mmol/L],Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,DOI,GEO,Published,SRX,Run,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_replicate_correlations
ecoli_00833,misc2__dellon_glc__2,Miscellaneous #2,misc2,dellon_glc,2,2,19/05/2020,Escherichia coli K-12 MG1655 del_lon,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,No,,NovaSeq,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,misc2:dellon_glc,TRUE
ecoli_00834,ytf3__wt_glc2__1,yTF 3,ytf3,wt_glc2,1,2,21/05/2020,Escherichia coli K-12 MG1655,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:wt_glc2,TRUE
ecoli_00835,ytf3__wt_glc2__2,yTF 3,ytf3,wt_glc2,2,2,21/05/2020,Escherichia coli K-12 MG1655,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:wt_glc2,TRUE
ecoli_00836,ytf3__wt_pH7_lactate__1,yTF 3,ytf3,wt_pH7_lactate,1,2,21/05/2020,Escherichia coli K-12 MG1655,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,lactic acid(5),37,7,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:wt_pH7_lactate,TRUE
ecoli_00837,ytf3__wt_pH7_lactate__2,yTF 3,ytf3,wt_pH7_lactate,2,2,21/05/2020,Escherichia coli K-12 MG1655,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,lactic acid(5),37,7,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:wt_pH7_lactate,TRUE
ecoli_00838,ytf3__wt_pH55_lactate__1,yTF 3,ytf3,wt_pH55_lactate,1,2,21/05/2020,Escherichia coli K-12 MG1655,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,lactic acid(5),37,5.5,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:wt_pH55_lactate,TRUE
ecoli_00839,ytf3__wt_pH55_lactate__2,yTF 3,ytf3,wt_pH55_lactate,2,2,21/05/2020,Escherichia coli K-12 MG1655,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,lactic acid(5),37,5.5,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:wt_pH55_lactate,TRUE
ecoli_00840,ytf3__wt_pH55_HCl__1,yTF 3,ytf3,wt_pH55_HCl,1,2,21/05/2020,Escherichia coli K-12 MG1655,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,HCl(3),37,5.5,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:wt_pH55_HCl,TRUE
ecoli_00841,ytf3__wt_pH55_HCl__2,yTF 3,ytf3,wt_pH55_HCl,2,2,21/05/2020,Escherichia coli K-12 MG1655,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,HCl(3),37,5.5,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:wt_pH55_HCl,TRUE
ecoli_00842,ytf3__dyieP_pH7__1,yTF 3,ytf3,dyieP_pH7,1,2,21/05/2020,Escherichia coli K-12 MG1655 delyieP,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:dyieP_pH7,TRUE
ecoli_00843,ytf3__dyieP_pH7__2,yTF 3,ytf3,dyieP_pH7,2,2,21/05/2020,Escherichia coli K-12 MG1655 delyieP,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:dyieP_pH7,TRUE
ecoli_00844,ytf3__dyieP_pH55__1,yTF 3,ytf3,dyieP_pH55,1,2,21/05/2020,Escherichia coli K-12 MG1655 delyieP,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,lactic acid(5),37,5.5,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:dyieP_pH55,TRUE
ecoli_00845,ytf3__dyieP_pH55__2,yTF 3,ytf3,dyieP_pH55,2,2,21/05/2020,Escherichia coli K-12 MG1655 delyieP,MG1655,M9,glucose,NH4Cl(1),O2,sauer trace element mixture,lactic acid(5),37,5.5,,Batch,,,,,,,,,,,,,No,,Nova Seq,,,,0,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,ytf3:dyieP_pH55,TRUE
ecoli_eep_001,eep__BOP27__1,EEP,eep,BOP27,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27,TRUE
ecoli_eep_002,eep__BOP27__2,EEP,eep,BOP27,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27,TRUE
ecoli_eep_003,eep__BOP1000__1,EEP,eep,BOP1000,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP1000,TRUE
ecoli_eep_004,eep__BOP1000__2,EEP,eep,BOP1000,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP1000,TRUE
ecoli_eep_081,eep__BOP27_ndh-cydB-appC__1,EEP,eep,BOP27_ndh-cydB-appC,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC,TRUE
ecoli_eep_082,eep__BOP27_ndh-cydB-appC__2,EEP,eep,BOP27_ndh-cydB-appC,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC,TRUE
ecoli_eep_083,eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A9_F46_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,TRUE
ecoli_eep_084,eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A9_F46_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,TRUE
ecoli_eep_085,eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A10_F48_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,TRUE
ecoli_eep_086,eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A10_F48_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,TRUE
ecoli_eep_087,eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A11_F46_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1,TRUE
ecoli_eep_088,eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A11_F46_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1,TRUE
ecoli_eep_089,eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,EEP,eep,BOP27_ndh-cydB-appC_A12_F46_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1,TRUE
ecoli_eep_090,eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,EEP,eep,BOP27_ndh-cydB-appC_A12_F46_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1,TRUE
ecoli_eep_091,eep__BOP27_nuoB-cydB-appC__1,EEP,eep,BOP27_nuoB-cydB-appC,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cydB-appC,TRUE
ecoli_eep_092,eep__BOP27_nuoB-cydB-appC__2,EEP,eep,BOP27_nuoB-cydB-appC,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cydB-appC,TRUE
ecoli_eep_093,eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A13_F59_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Midpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1,TRUE
ecoli_eep_094,eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A13_F59_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Midpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A13_F59_I1_R1,TRUE
ecoli_eep_095,eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A14_F58_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Midpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,TRUE
ecoli_eep_096,eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A14_F58_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Midpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,TRUE
ecoli_eep_097,eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A15_F57_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Midpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A15_F57_I1_R1,TRUE
ecoli_eep_098,eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A15_F57_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Midpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A15_F57_I1_R1,TRUE
ecoli_eep_099,eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,EEP,eep,BOP27_nuoB_cydB-appC_A16_F57_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Midpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A16_F57_I1_R1,TRUE
ecoli_eep_100,eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,EEP,eep,BOP27_nuoB_cydB-appC_A16_F57_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Midpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB_cydB-appC_A16_F57_I1_R1,TRUE
ecoli_eep_101,eep__BOP27_ndh-cyoB__1,EEP,eep,BOP27_ndh-cyoB,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cyoB,TRUE
ecoli_eep_102,eep__BOP27_ndh-cyoB__2,EEP,eep,BOP27_ndh-cyoB,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cyoB,TRUE
ecoli_eep_103,eep__BOP27_ndh-cyoB_A5_F59_I1_R1__1,EEP,eep,BOP27_ndh-cyoB_A5_F59_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cyoB_A5_F59_I1_R1,TRUE
ecoli_eep_104,eep__BOP27_ndh-cyoB_A5_F59_I1_R1__2,EEP,eep,BOP27_ndh-cyoB_A5_F59_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cyoB_A5_F59_I1_R1,TRUE
ecoli_eep_105,eep__BOP27_ndh-cyoB_A6_F58_I1_R1__1,EEP,eep,BOP27_ndh-cyoB_A6_F58_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cyoB_A6_F58_I1_R1,TRUE
ecoli_eep_106,eep__BOP27_ndh-cyoB_A6_F58_I1_R1__2,EEP,eep,BOP27_ndh-cyoB_A6_F58_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cyoB_A6_F58_I1_R1,TRUE
ecoli_eep_107,eep__BOP27_ndh-cyoB_A7_F56_I1_R1__1,EEP,eep,BOP27_ndh-cyoB_A7_F56_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cyoB_A7_F56_I1_R1,TRUE
ecoli_eep_108,eep__BOP27_ndh-cyoB_A7_F56_I1_R1__2,EEP,eep,BOP27_ndh-cyoB_A7_F56_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cyoB_A7_F56_I1_R1,TRUE
ecoli_eep_109,eep__BOP27_ndh-cyoB_A8_F59_I1_R1__1,EEP,eep,BOP27_ndh-cyoB_A8_F59_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cyoB_A8_F59_I1_R1,TRUE
ecoli_eep_110,eep__BOP27_ndh-cyoB_A8_F59_I1_R1__2,EEP,eep,BOP27_ndh-cyoB_A8_F59_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cyoB_A8_F59_I1_R1,TRUE
ecoli_eep_111,eep__BOP27_nuoB-cyoB__1,EEP,eep,BOP27_nuoB-cyoB,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cyoB,TRUE
ecoli_eep_112,eep__BOP27_nuoB-cyoB__2,EEP,eep,BOP27_nuoB-cyoB,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cyoB,TRUE
ecoli_eep_113,eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__1,EEP,eep,BOP27_nuoB-cyoB_A9_F63_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cyoB_A9_F63_I1_R1,TRUE
ecoli_eep_114,eep__BOP27_nuoB-cyoB_A9_F63_I1_R1__2,EEP,eep,BOP27_nuoB-cyoB_A9_F63_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cyoB_A9_F63_I1_R1,TRUE
ecoli_eep_115,eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__1,EEP,eep,BOP27_nuoB-cyoB_A10_F64_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cyoB_A10_F64_I1_R1,TRUE
ecoli_eep_116,eep__BOP27_nuoB-cyoB_A10_F64_I1_R1__2,EEP,eep,BOP27_nuoB-cyoB_A10_F64_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cyoB_A10_F64_I1_R1,TRUE
ecoli_eep_117,eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__1,EEP,eep,BOP27_nuoB-cyoB_A11_F64_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cyoB_A11_F64_I1_R1,TRUE
ecoli_eep_118,eep__BOP27_nuoB-cyoB_A11_F64_I1_R1__2,EEP,eep,BOP27_nuoB-cyoB_A11_F64_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cyoB_A11_F64_I1_R1,TRUE
ecoli_eep_119,eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__1,EEP,eep,BOP27_nuoB-cyoB_A12_F63_I1_R1,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cyoB_A12_F63_I1_R1,TRUE
ecoli_eep_120,eep__BOP27_nuoB-cyoB_A12_F63_I1_R1__2,EEP,eep,BOP27_nuoB-cyoB_A12_F63_I1_R1,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,Endpoint,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cyoB_A12_F63_I1_R1,TRUE
ecoli_eep_121,eep__BOP27_ndh-cydB__1,EEP,eep,BOP27_ndh-cydB,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB,TRUE
ecoli_eep_122,eep__BOP27_ndh-cydB__2,EEP,eep,BOP27_ndh-cydB,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_ndh-cydB,TRUE
ecoli_eep_123,eep__BOP27_nuoB-cydB__1,EEP,eep,BOP27_nuoB-cydB,1,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cydB,TRUE
ecoli_eep_124,eep__BOP27_nuoB-cydB__2,EEP,eep,BOP27_nuoB-cydB,2,2,,,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,,,,,,,,,,,,,,No,,HiSeq 4000,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,eep:BOP27_nuoB-cydB,TRUE
minicoli_008,minicoli__mg1655_glc__1,Minicoli,minicoli,mg1655_glc,1,2,,Escherichia coli K-12 MG1655,MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minicoli:mg1655_glc,TRUE
minicoli_009,minicoli__mg1655_glc__2,Minicoli,minicoli,mg1655_glc,2,2,,Escherichia coli K-12 MG1655,MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minicoli:mg1655_glc,TRUE
minicoli_010,minicoli__minE_cyt__1,Minicoli,minicoli,minE_cyt,1,2,,Escherichia coli DGF,DGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minicoli:minE_cyt,TRUE
minicoli_011,minicoli__minE_cyt__2,Minicoli,minicoli,minE_cyt,2,2,,Escherichia coli DGF,DGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minicoli:minE_cyt,TRUE
minicoli_012,minicoli__minE_fruc__1,Minicoli,minicoli,minE_fruc,1,2,,Escherichia coli DGF,DGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,minicoli:minE_fruc,TRUE
